Sl_No,State,District,Spring Name,Latitude,Longitude,Elevation,pH,TDS,DEM_Elevation,Elevation_Difference,DEM_Neighborhood_Median,Neighborhood_Difference,Elevation_QC,Slope,Aspect,Annual_Rainfall_2023,LULC_Code,LULC,Distance_to_Drainage_m,Flow_Accumulation,Clay_0_5cm,Geology,Geology_Code,Geology_Source_Sheet,Geology_QC,Status,Candidate_Cells,Area_km2,Mean_Zone_Score,Median_Zone_Score,Max_Zone_Score,Mean_Elevation_m,Mean_Slope_deg,Mean_Drainage_Distance_m,Mean_Flow_Accumulation,Elevation_Support,Drainage_Support,Slope_Support,TPI_Support,Flow_Support,Evidence_Support_Index,Final_Status,Confidence_Level,Interpretation,Recharge_Suitability_Score,Recharge_Suitability_Class,Indicative_Intervention,Intervention_Category,Risk_Flag,Risk_Level,Spring_Revival_Priority_Score,Priority_Class
38,West Bengal,Darjeeling,Mandal Dhara,27.075901,88.33721,1014.85,6.5,,1020.0,5.149999999999977,1016.0,1.1499999999999773,OK,19.966657638549805,272.5508728027344,3029.22314453125,10,Tree cover,144.05336191291235,1.0,250.0,Schist,921,78A/8,VISUAL_REVIEW,ZONE_CREATED,349,0.3141,0.6453150196673502,0.6381969632934159,0.7578027277746189,982.8681948424068,19.99463984042897,71.60546819185568,30.255014326647565,0.3638968481375358,0.9742120343839542,0.98567335243553,0.8051575931232091,0.6905444126074498,0.7560171919770774,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,48.48437729857339,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,66.92270440859902,Higher Priority
39,West Bengal,Darjeeling,Mane dhara,27.042086,88.396992,1258.51,6.65,,1271.0,12.490000000000007,1271.0,12.490000000000007,OK,22.48872756958008,67.009033203125,4049.5537109375,10,Tree cover,30.92222222222222,9.0,279.0,Phyllite,93,78A/8,VISUAL_REVIEW,ZONE_CREATED,406,0.3654,0.6982754124098381,0.6893669874759164,0.8463284211597444,1176.6995073891626,24.406745595739512,67.36247303650299,42.36945812807882,0.1970443349753694,0.9901477832512317,0.8990147783251231,0.8177339901477833,0.7438423645320197,0.7108374384236453,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,77.76015746334751,High,Contour trench / infiltration treatment,Contour / Infiltration,,Low,80.20520188438311,Higher Priority
40,West Bengal,Darjeeling,Nipen Dhara,27.023654,88.327561,1502.4,5.9,,1685.0,182.5999999999999,1685.0,182.5999999999999,REVIEW,22.754535675048828,59.92253875732422,3029.22314453125,10,Tree cover,175.31845677400705,3.0,278.0,Schist,921,78A/8,VISUAL_REVIEW,ZONE_CREATED,1279,1.1511,0.7042298732695224,0.698404574079103,0.8205603480569885,1645.3432369038312,23.84083080112241,48.29112737057562,321.94214229867083,0.3964034401876466,0.9960906958561376,0.9765441751368256,0.8334636434714621,0.7787333854573886,0.7852619233776389,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,55.77678736011736,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,71.44625138138785,Higher Priority
41,West Bengal,Darjeeling,PokhardhuraDhara,27.044319,88.327332,1591.18,7.16,,1546.0,-45.180000000000064,1542.0,-49.180000000000064,OK,14.878345489501951,223.08436584472656,3029.22314453125,10,Tree cover,27.55190174240253,4.0,292.0,Gneiss,831,78A/8,VISUAL_REVIEW,ZONE_CREATED,1437,1.2933,0.7220307375608896,0.7117539349019932,0.8477440728418973,1426.6771050800278,17.936171226652203,38.19696981225827,77.41196938065414,0.2519137091162143,0.9944328462073764,0.9672929714683368,0.9916492693110648,0.8329853862212944,0.778740431454419,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,59.5798266974506,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,73.15212629235788,Higher Priority
42,West Bengal,Darjeeling,Primary Dhara,27.044765,88.325792,1454.2,7.05,,1519.0,64.79999999999995,1515.0,60.79999999999996,OK,11.239089012145996,235.27784729003903,3029.22314453125,10,Tree cover,30.92222222222222,1.0,272.0,Gneiss,831,78A/8,VISUAL_REVIEW,ZONE_CREATED,2266,2.0394,0.6691488126471257,0.6600648682854504,0.8336256665956118,1456.752427184466,17.274853615024035,44.916738631652144,78.6288614298323,0.3857016769638129,0.9766107678729038,0.8314210061782877,0.883053839364519,0.7784642541924095,0.7560900264783761,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,49.70606742567944,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,67.53573450719101,Higher Priority
43,West Bengal,Darjeeling,Elachi Spring,26.963563,88.413552,1237.3,6.8,,367.0,-870.3,372.0,-865.3,HIGH_PRIORITY_REVIEW,29.83490753173828,16.54596710205078,4049.5537109375,10,Tree cover,323.6954624742648,5.0,270.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2066,1.8594,0.692139157196814,0.6871142675008413,0.827105370713564,422.2008764956437,26.758954260876205,60.321291718994125,3945.833978702807,0.6761858664085189,0.9825750242013552,0.856727976766699,0.7962245885769603,0.7579864472410455,0.8191674733785093,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,60.98458988651164,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,75.06731914461109,Higher Priority
44,West Bengal,Darjeeling,Soen Spring,26.966009,88.415966,1421.4,6.5,,430.0,-991.4,425.0,-996.4,HIGH_PRIORITY_REVIEW,19.198081970214844,81.99188995361328,4049.5537109375,10,Tree cover,364.43742934497897,1.0,272.0,Schist,921,78B/5,VISUAL_REVIEW,SPRING_NOT_IN_TOP25_PERCENT,0,,,,,,,,,,,,,,,FIELD_VERIFICATION_REQUIRED,Unresolved,No zone assigned by current workflow; field verification required,59.33386591127656,Moderate,Field verification before intervention,Field Verification,Field verification required,High,23.833506421164884,Lower Priority
45,West Bengal,Darjeeling,Sim Dhara,26.938485,88.33525,1463.75,7.37,,1467.0,3.25,1469.0,5.25,OK,18.97951316833496,127.67552185058594,3029.22314453125,10,Tree cover,27.55190174240253,3.0,285.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2155,1.9395,0.7484666740572176,0.7388816664706483,0.8510479023033899,1455.199071925754,18.99632341937972,28.05311274705287,124.5322505800464,0.4668213457076566,1.0,0.9962877030162413,0.9986078886310904,0.8983758700696056,0.8505104408352668,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,61.82688759682837,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,76.42875702347219,Higher Priority
46,West Bengal,Darjeeling,Sim Dhara,26.973358,88.369882,1098.75,6.15,,1109.0,10.25,1109.0,10.25,OK,18.337203979492188,167.34878540039062,3029.22314453125,10,Tree cover,248.4964390171536,10.0,291.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1736,1.5624,0.7320828736307416,0.7164620568791471,0.9148075359552654,1051.836405529954,17.26224308955707,43.38677161997251,131.9233870967742,0.3110599078341013,0.993663594470046,0.9867511520737328,0.8202764976958525,0.868663594470046,0.7768721198156683,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,56.92628171013594,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,71.76930444953801,Higher Priority
47,West Bengal,Darjeeling,Kali Khola,26.909175,88.397799,1024.13,6.75,,1056.0,31.86999999999989,1068.0,43.86999999999989,OK,18.089948654174805,90.0,4049.5537109375,10,Tree cover,0.0,333.0,266.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,764,0.6876,0.6884377821807645,0.6682301761794972,0.8787436260000321,893.9162306806282,22.66421664282107,44.703453986461504,154.0,0.1387434554973822,1.0,0.8416230366492147,0.8455497382198953,0.8049738219895288,0.7005890052356022,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,86.71422379593089,High,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,84.3747820550335,Higher Priority
48,West Bengal,Darjeeling,Hemay Khola,26.94154,88.399132,1003.67,6.62,,1179.0,175.33000000000004,1180.0,176.33000000000004,REVIEW,15.214160919189451,290.8998413085937,4049.5537109375,10,Tree cover,350.2619810909184,14.0,268.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1944,1.7496,0.7104729293697751,0.6997570121234035,0.882066083039551,1119.8065843930042,17.35718207969892,54.05562392689631,69.66100823045268,0.4099794238683127,0.9897119341563786,0.9567901234567902,0.7541152263374485,0.7232510288065843,0.7628858024691357,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,62.58679787021872,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,74.17997300918341,Higher Priority
49,West Bengal,Darjeeling,Kali Khola,26.909175,88.397799,1024.13,6.75,,1056.0,31.86999999999989,1068.0,43.86999999999989,OK,18.089948654174805,90.0,4049.5537109375,10,Tree cover,0.0,333.0,266.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,764,0.6876,0.6884377821807645,0.6682301761794972,0.8787436260000321,893.9162306806282,22.66421664282107,44.703453986461504,154.0,0.1387434554973822,1.0,0.8416230366492147,0.8455497382198953,0.8049738219895288,0.7005890052356022,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,86.71422379593089,High,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,84.3747820550335,Higher Priority
50,West Bengal,Darjeeling,Baidang Jhora,26.933586,88.393702,1003.67,6.7,,1151.0,147.33000000000004,1151.0,147.33000000000004,REVIEW,22.355234146118164,218.15419006347656,4049.5537109375,10,Tree cover,144.05336191291235,22.0,253.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1924,1.7316,0.7243441633471293,0.7144350157633852,0.851827513749092,1114.4760914760914,20.79954836733785,40.0134140916865,79.3539501039501,0.4402286902286902,0.9984407484407484,0.9688149688149688,0.938149688149688,0.827962577962578,0.8183471933471934,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,72.44002220260225,High,Contour trench / infiltration treatment,Contour / Infiltration,,Low,80.77042690171692,Higher Priority
51,West Bengal,Darjeeling,Thapa Dhara,26.927126,88.376209,1058.65,6.31,,1072.0,13.349999999999907,1071.0,12.349999999999907,OK,10.28891944885254,191.53338623046875,4049.5537109375,10,Tree cover,27.55190174240253,4.0,265.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2068,1.8612,0.7060278547280171,0.6973048411495149,0.850540788522967,1095.410058172147,16.378573697827697,38.807108073489545,208.6441005802708,0.5880077369439072,0.9975822050290136,0.8505802707930368,0.8684719535783365,0.8259187620889749,0.8206721470019342,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,65.72932573378293,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,77.4848272769495,Higher Priority
52,West Bengal,Darjeeling,Sajbotay Dhara,26.938771,88.336026,1428.13,6.28,,1452.0,23.86999999999989,1451.0,22.86999999999989,OK,11.003814697265623,131.7012481689453,3029.22314453125,10,Tree cover,0.0,275.0,282.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2193,1.9737,0.708828493977916,0.6979220840194609,0.8476741817649045,1420.9261285909713,16.922352665978465,30.27187154373065,115.96853625171,0.392156862745098,1.0,0.8914728682170543,0.997720018239854,0.764249886000912,0.7906292749658003,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,69.32155836056046,Moderate,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,78.37965742925424,Higher Priority
53,West Bengal,Darjeeling,Panisar Dhara,26.927637,88.37475,1003.67,6.23,,1037.0,33.33000000000004,1037.0,33.33000000000004,OK,23.62991523742676,228.2987518310547,3029.22314453125,10,Tree cover,103.231298137963,6.0,257.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2044,1.8396,0.692985453799068,0.6812878817603644,0.8293632203634622,1077.0171232876712,21.07062411705984,43.21543877666579,103.32974559686888,0.6149706457925636,0.9995107632093934,0.9686888454011742,0.8953033268101761,0.8532289628180039,0.859637964774951,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,55.75507579673904,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,73.66667684161806,Higher Priority
54,West Bengal,Darjeeling,Namung Source,26.92088,88.397795,1226.4,6.7,,1265.0,38.59999999999991,1276.0,49.59999999999991,OK,29.003286361694336,58.33161163330078,4049.5537109375,10,Tree cover,27.55190174240253,9.0,265.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,725,0.6525,0.7018536768059113,0.6909338642591554,0.8763553041908949,1151.175172413793,26.720626135960625,41.43428751285453,106.94068965517242,0.2275862068965517,1.0,0.92,0.713103448275862,0.8,0.7178620689655172,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,72.81179337164748,High,Contour trench / infiltration treatment,Contour / Infiltration,,Low,77.94175875478926,Higher Priority
55,West Bengal,Darjeeling,Mandir Gairy Dhara,26.917494,88.346795,1634.59,6.64,,1654.0,19.41000000000008,1658.0,23.41000000000008,OK,30.50383758544922,351.1401062011719,3029.22314453125,10,Tree cover,247.18586705258764,6.0,277.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,444,0.3996,0.6615206792366933,0.6530199737231046,0.8078125044995459,1536.8243243243244,28.511415318756185,98.62742616077917,72.18243243243244,0.1959459459459459,0.9211711711711712,0.9346846846846848,0.7094594594594594,0.7567567567567568,0.6861486486486486,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,50.41824504030961,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,42.76582828674928,Moderate Priority
56,West Bengal,Darjeeling,Kalimati Dhara,26.854727,88.317258,1030.32,5.42,,1029.0,-1.3199999999999363,1029.0,-1.3199999999999363,OK,16.077980041503906,153.84814453125,3244.854736328125,10,Tree cover,226.34588157384368,1.0,245.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,20,0.018,0.6114159063594283,0.6186584719597706,0.6730643279446911,1030.35,19.30582080316654,236.65478370263887,12.45,0.6,0.2,0.95,1.0,0.85,0.6675,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,45.88351945223007,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,62.96675972611503,Higher Priority
57,West Bengal,Darjeeling,Shiva Dhara,26.864728,88.360933,292.31,6.68,,313.0,20.69,311.0,18.69,OK,13.789494514465332,62.53667449951172,3244.854736328125,10,Tree cover,207.080365847628,2.0,239.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2511,2.2599,0.6784501963157276,0.6629640805245125,0.889220116158226,373.76066758661887,13.758331946826509,36.23567710432864,3280.1031461569096,0.9299084030266828,0.9996017522899244,0.9107925129430504,0.8474711270410196,0.7917164476304261,0.9104141776184788,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,45.330010704635946,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,69.97743068087235,Higher Priority
58,West Bengal,Darjeeling,14 Mile Jhora,26.841244,88.351823,534.82,6.02,,560.0,25.17999999999995,560.0,25.17999999999995,OK,15.456222534179688,259.8958740234375,3244.854736328125,10,Tree cover,330.6228209088304,5.0,234.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1839,1.6551,0.6512091920716908,0.640293024605405,0.7982924716471029,498.6438301468189,15.715120714915097,73.95093587917243,165.29907558455682,0.1522566612289287,0.9477977161500816,0.952147906470908,0.564437194127243,0.7797716150081566,0.6670744970092441,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,44.07590873145193,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,62.050189276003294,Higher Priority
59,West Bengal,Darjeeling,Bar Pipal Dhara,26.841244,88.351823,534.82,6.75,,560.0,25.17999999999995,560.0,25.17999999999995,OK,15.456222534179688,259.8958740234375,3244.854736328125,10,Tree cover,330.6228209088304,5.0,234.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1839,1.6551,0.6512091920716908,0.640293024605405,0.7982924716471029,498.6438301468189,15.715120714915097,73.95093587917243,165.29907558455682,0.1522566612289287,0.9477977161500816,0.952147906470908,0.564437194127243,0.7797716150081566,0.6670744970092441,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,44.07590873145193,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,62.050189276003294,Higher Priority
60,West Bengal,Darjeeling,Hotel Gairy Dhara,26.851695,88.331659,859.65,6.72,,878.0,18.350000000000023,881.0,21.350000000000023,OK,30.125377655029297,38.717811584472656,3244.854736328125,10,Tree cover,226.34588157384368,15.0,261.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,381,0.3429,0.6417288304797614,0.6341266901110725,0.7482456695176045,809.8136482939633,28.59326757862073,102.54444454840151,16.73228346456693,0.1548556430446194,0.910761154855643,0.968503937007874,0.6509186351706037,0.7454068241469817,0.6695538057742781,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,53.83142429495565,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,43.551512108459015,Moderate Priority
61,West Bengal,Darjeeling,School Dhara,26.870334,88.361372,324.43,6.01,,327.0,2.569999999999993,332.0,7.569999999999993,OK,10.504241943359377,330.7004699707031,3244.854736328125,10,Tree cover,166.08231900181167,25.0,243.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2518,2.2662,0.6800043966576418,0.6618458311994756,0.8969341167162481,382.18905552819695,12.37650377562878,41.04522588931464,3055.6366163621924,0.8566322478157268,0.9972200158856236,0.9062748212867356,0.8943606036536934,0.7704527402700556,0.8944400317712471,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,51.122618452739886,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,72.39451017950735,Higher Priority
62,West Bengal,Darjeeling,Jor Dhara,26.841557,88.284749,710.0,7.17,,742.0,32.0,744.0,34.0,OK,31.14256858825684,320.8985900878906,3244.854736328125,10,Tree cover,483.8584951736264,5.0,253.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1734,1.5606,0.5940783204583013,0.5880123763390444,0.7952115654599186,659.9878928719723,27.914330090604164,117.59605173013829,777.6216839677047,0.2422145328719723,0.7641291810841984,0.8540945790080738,0.2687427912341407,0.7998846597462514,0.5826989619377163,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,39.30968778517615,Low,Contour trench / staggered trench,Contour / Infiltration,Steep terrain; Low suitability,High,37.13827828796772,Lower Priority
63,West Bengal,Darjeeling,Sarkarey Dhara,26.843612,88.287963,811.63,6.01,,770.0,-41.63,769.0,-42.63,OK,24.416967391967773,87.95882415771484,3244.854736328125,10,Tree cover,264.7514776236532,5.0,241.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1129,1.0161,0.6134227242490254,0.6049639477794877,0.7714500224163721,709.1080606023029,22.051555088293764,98.69868361397,274.4136403897254,0.2435783879539415,0.8184233835252436,0.8529672276350753,0.3232949512843224,0.6944198405668733,0.5887511071744906,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,49.99874111357848,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,62.66190377202396,Higher Priority
64,West Bengal,Darjeeling,Thulo Khola Source,26.941396,88.290763,1830.42,6.7,,1847.0,16.579999999999927,1855.0,24.579999999999927,OK,12.285534858703612,270.0,3029.22314453125,10,Tree cover,0.0,207.0,296.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1493,1.3437,0.693196810198877,0.6761239376266079,0.8753286417000519,1845.649699223041,15.67589606570569,39.91174570231022,410.6416610850636,0.5170797052913597,1.0,0.9310113864701942,0.8231748158070998,0.7782987273945077,0.8056932350971199,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,70.68634297078603,High,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,79.51396853830661,Higher Priority
65,West Bengal,Darjeeling,Thulo Khola Source,26.941396,88.290763,1830.42,6.7,,1847.0,16.579999999999927,1855.0,24.579999999999927,OK,12.285534858703612,270.0,3029.22314453125,10,Tree cover,0.0,207.0,296.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1493,1.3437,0.693196810198877,0.6761239376266079,0.8753286417000519,1845.649699223041,15.67589606570569,39.91174570231022,410.6416610850636,0.5170797052913597,1.0,0.9310113864701942,0.8231748158070998,0.7782987273945077,0.8056932350971199,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,70.68634297078603,High,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,79.51396853830661,Higher Priority
66,West Bengal,Darjeeling,Ramitey Dhara,26.917645,88.291143,1674.89,6.39,,1680.0,5.1099999999999,1685.0,10.1099999999999,OK,23.58287048339844,236.2469787597656,3029.22314453125,10,Tree cover,214.0138117878648,7.0,282.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1438,1.2942,0.697048920457389,0.6877224920300212,0.8216801530049829,1700.5020862308763,21.768833667569,59.449549928820936,130.89568845618916,0.5605006954102921,0.9895688456189152,0.9631432545201668,0.8115438108484005,0.7816411682892906,0.8191237830319889,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,57.47038864954273,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,73.30890781573103,Higher Priority
67,West Bengal,Darjeeling,Gokul Jhora Source,26.938527,88.292486,1851.35,6.58,,1874.0,22.65000000000009,1876.0,24.65000000000009,OK,21.12371253967285,318.8816223144531,3029.22314453125,10,Tree cover,340.14444444444445,13.0,283.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,696,0.6264,0.7058071690010022,0.6893601108168257,0.8537440593580774,1844.875,18.661604307245508,42.325861629158965,125.54166666666669,0.4152298850574712,0.9985632183908046,0.9798850574712644,0.9640804597701148,0.6925287356321839,0.7979166666666667,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,54.99123274066099,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,71.4331163703305,Higher Priority
68,West Bengal,Darjeeling,Gokul Jhora Source,26.938527,88.292486,1851.35,6.58,,1874.0,22.65000000000009,1876.0,24.65000000000009,OK,21.12371253967285,318.8816223144531,3029.22314453125,10,Tree cover,340.14444444444445,13.0,283.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,696,0.6264,0.7058071690010022,0.6893601108168257,0.8537440593580774,1844.875,18.661604307245508,42.325861629158965,125.54166666666669,0.4152298850574712,0.9985632183908046,0.9798850574712644,0.9640804597701148,0.6925287356321839,0.7979166666666667,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,54.99123274066099,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,71.4331163703305,Higher Priority
69,West Bengal,Darjeeling,Mathilo Khola,26.85119,88.323941,940.13,6.72,,1057.0,116.87,1057.0,116.87,REVIEW,34.44968795776367,148.0558624267578,3244.854736328125,10,Tree cover,283.7028712552836,3.0,242.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1625,1.4625,0.5998918160612003,0.5937747782730913,0.7243587626927339,938.0209231507692,30.027337616940056,110.57561678192432,81.62892307692307,0.1464615384615384,0.8326153846153846,0.8363076923076923,0.3950769230769231,0.676923076923077,0.5728307692307693,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,40.75447783264244,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,37.4154052956088,Lower Priority
70,West Bengal,Darjeeling,Ramitey Dhara II,26.917243,88.290278,1651.88,6.2,,1680.0,28.11999999999989,1673.0,21.11999999999989,OK,27.834741592407227,232.2318878173828,3029.22314453125,10,Tree cover,151.0046937986269,4.0,282.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1466,1.3194,0.6708770754963157,0.6634067668193412,0.8159156841280177,1682.2476125511596,23.646799556612404,65.33404032219251,146.66780354706685,0.4679399727148704,0.9631650750341064,0.8922237380627558,0.6541609822646658,0.7503410641200545,0.7468963165075034,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,56.32665398394493,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,70.57021648719757,Higher Priority
71,West Bengal,Darjeeling,Kharey Khola Source,26.898523,88.285842,1542.05,6.76,,1554.0,11.950000000000044,1567.0,24.950000000000045,OK,27.8466796875,211.0162353515625,3029.22314453125,10,Tree cover,27.55190174240253,16.0,274.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,616,0.5544,0.6711465296772097,0.6563039132356742,0.8376832842655231,1444.0016233766237,27.295249540650023,40.44385636525551,135.5616883116883,0.2938311688311688,1.0,0.961038961038961,0.7077922077922078,0.8246753246753247,0.7455357142857142,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,62.5554771178806,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,73.64380998751172,Higher Priority
72,West Bengal,Darjeeling,Chilauney Dhara,26.84321,88.266805,842.19,6.83,,822.0,-20.19000000000005,821.0,-21.19000000000005,OK,32.652774810791016,141.46304321289062,3244.854736328125,10,Tree cover,123.68888888888888,4.0,250.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,638,0.5742,0.6221644882029471,0.6174859724788183,0.7517725718267456,811.5532926332288,27.91565543666397,85.7005697875856,188.6943573667712,0.4984326018808777,0.9482758620689656,0.786833855799373,0.6159874608150471,0.7523510971786834,0.7242946708463951,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,49.61855755719722,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,43.2497772875938,Moderate Priority
73,West Bengal,Darjeeling,Ek Dharey,26.870175,88.26636,1349.95,6.03,,1370.0,20.049999999999955,1370.0,20.049999999999955,OK,28.48394203186035,17.518522262573242,3244.854736328125,10,Tree cover,396.72494654426913,3.0,250.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1071,0.9639,0.6110847569417002,0.6041244128291625,0.7510443434646479,1247.4668534640523,26.61649318299725,102.9915534863533,168.84313725490196,0.226890756302521,0.8132586367880486,0.938375350140056,0.3062558356676004,0.7563025210084033,0.6070961718020542,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,42.6140706431018,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,59.51992047561252,Moderate Priority
74,West Bengal,Darjeeling,Ghangeri Dhara,26.865667,88.252752,1235.0,6.4,,1221.0,-14.0,1220.0,-15.0,OK,31.24423789978028,260.7979736328125,3244.854736328125,10,Tree cover,309.3165326215613,2.0,260.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1183,1.0647,0.614946973905896,0.609622863582401,0.7416080087917056,1105.2037193575654,27.27031596129209,101.07056703567856,26.338123415046493,0.1741335587489433,0.8579881656804734,0.9070160608622148,0.2628909551986475,0.7776838546069316,0.595519864750634,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,44.35541986068381,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,39.0281488173596,Lower Priority
